Title;URL;Engine;Info;Dimensions;Year Built;Location;Price;Model;Length;Beam;Age
Océanis 50 Family;https://www.yachtall.com/en/boat/oceanis-50-family-s201195; Yanmar, 75 hp (55 kW); Bénéteau, used boat, GRP/polyester; 15.42 m x 4.82 m;2011;Greece, Lefkada;165000;Bénéteau;15.42;4.82;12
Classic TWO MAST Sailing Yacht OAK;https://www.yachtall.com/en/boat/classic-two-mast-sailing-yacht-oak-s177415; DAF 1160, 168 hp (124 kW), diesel; Custom built/Eigenbau, used boat, wooden boat; 22 m x 5.10 m;2001;Netherlands, Dordrecht - Centrum;165000;Custom built/Eigenbau;22;5.1;22
Jeanneau Sun Odyssey 479;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-479-s136788; Yanmar 4JH5E, 54 hp (40 kW), diesel; Lübbe Voß / Voß-Werft, old-timer, steel boat; 14.05 m x 4.47 m;2016;British Virgin Islands, Tortola;165000;Lübbe Voß / Voß-Werft;14.05;4.47;7
Jeanneau Sun Odyssey 439;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-439-s13247; Yanmar, 56 hp (41 kW); Jeanneau, used boat; 13.34 m x 4.24 m;2013;Belgium, Nieuwpoort;165000;Jeanneau;13.34;4.24;10
Jackson Yacht;https://www.yachtall.com/en/boat/jackson-yacht-s215968; Ford Ron Holland, 165 hp (121 kW), diesel; Jackson Yacht, used boat, steel boat; 21 m x 4.65 m;1995;Thailand;165000;Jackson Yacht;21;4.65;28
X-Yachts X-41;https://www.yachtall.com/en/boat/x-yachts-x-41-s40794; 40 hp (29 kW), diesel; X-Yachts, used boat; 13.60 m x 4.35 m;2007;Croatia, Biograd na Moru;165000;X-Yachts;13.6;4.35;16
Bénéteau Océanis 48;https://www.yachtall.com/en/boat/beneteau-oceanis-48-s178856; Yanmar 4JH80, 80 hp (59 kW), diesel; Custom built/Eigenbau, used boat; 14.61 m x 4.75 m;2017;Saint Martin, Port Louis;165000;Custom built/Eigenbau;14.61;4.75;6
Bénéteau Océanis 45;https://www.yachtall.com/en/boat/beneteau-oceanis-45-s209403; Yanmar 4JH5E, 54 hp (40 kW), diesel; Bénéteau, used boat, GRP/polyester; 13.90 m x 4.50 m;2014;Greece, Athens;165000;Bénéteau;13.9;4.5;9
Jeanneau Sun Odyssey 509;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-509-s174273; Yanmar 4JH4-TX2, 75 hp (55 kW), diesel; Bavaria, used boat, GRP/polyester; 15.37 m x 4.67 m;2015;Saint Martin, Port Louis Marina;165000;Bavaria;15.37;4.67;8
Jeanneau Sun Odyssey 519;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-519-s166145; Yanmar 4JH4-TE, 75 hp (55 kW), diesel; Stalen Kits, used boat, steel boat; 15.75 m x 4.70 m;2017;Saint Lucia, Rodney Bay;165000;Stalen Kits;15.75;4.7;6
Jeanneau Sun Odyssey 519;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-519-s215869; Yanmar 4JH80, 80 hp (59 kW), diesel; Grampian Marine, used boat, GRP/polyester; 15.75 m x 4.70 m;2017;British Virgin Islands, Tortola;165000;Grampian Marine;15.75;4.7;6
Bénéteau Océanis 48;https://www.yachtall.com/en/boat/beneteau-oceanis-48-s178858; Yanmar 4JH80, 80 hp (59 kW), diesel; Bavaria, used boat, GRP/polyester; 14.61 m x 4.75 m;2017;Saint Martin, Port Louis;165000;Bavaria;14.61;4.75;6
Dufour 412;https://www.yachtall.com/en/boat/dufour-412-s209886; 50 hp (37 kW), diesel; Schooner, used boat, wooden boat; 12.69 m x 4.20 m;2018;British Virgin Islands, Scrub Island, Parham Town, Britische Jungferninseln;165000;Schooner;12.69;4.2;5
Bénéteau Océanis 48;https://www.yachtall.com/en/boat/beneteau-oceanis-48-s121185; Yanmar 4JH80, 80 hp (59 kW), diesel; Sweden Yachts, used boat, GRP/polyester; 14.61 m x 4.75 m;2017;British Virgin Islands, Tortola;165000;Sweden Yachts;14.61;4.75;6
Bénéteau Océanis 48;https://www.yachtall.com/en/boat/beneteau-oceanis-48-s215864; Yanmar 4JH80, 80 hp (59 kW), diesel; Jollenkreuzer, used boat, wooden boat; 14.61 m x 4.75 m;2017;British Virgin Islands, Road Town;165000;Jollenkreuzer;14.61;4.75;6
Jeanneau Sun Odyssey 509;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-509-s215878; Yanmar 4JH4-TE, 75 hp (55 kW), diesel; Hanse, used boat; 15.37 m x 4.67 m;2016;British Virgin Islands, Road Town;165000;Hanse;15.37;4.67;7
Hanse 430 E;https://www.yachtall.com/en/boat/hanse-430-e-s188359; Yanmar 4JH4AE, 55 hp (40 kW), diesel; Gibert Marine, used boat; 13.15 m x 4.18 m;2008;France, Marseille;165000;Gibert Marine;13.15;4.18;15
Bénéteau Océanis 48;https://www.yachtall.com/en/boat/beneteau-oceanis-48-s121182; Yanmar 4JH80, 80 hp (59 kW), diesel; Tes, used boat, GRP/polyester; 14.61 m x 4.75 m;2017;British Virgin Islands, Tortola;165000;Tes;14.61;4.75;6
North Wind Northwind 47;https://www.yachtall.com/en/boat/north-wind-northwind-47-s159223; Volvo Penta, 100 hp (74 kW); Bénéteau, used boat; 14.25 m x 4.23 m;1985;Spain, Empuriabrava;165000;Bénéteau;14.25;4.23;38
Saudade 43;https://www.yachtall.com/en/boat/saudade-43-s207307; 40 hp (29 kW), diesel; Custom built/Eigenbau, used boat; 13.49 m x 3.81 m;2001;France, La Rochelle;165000;Custom built/Eigenbau;13.49;3.81;22
Jeanneau Sun Odyssey 469;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-469-s215876; Yanmar 4JH5E, 54 hp (40 kW), diesel; Dufour, used boat, GRP/polyester; 14.05 m x 4.47 m;2016;British Virgin Islands, Road Town;165000;Dufour;14.05;4.47;7
Jeanneau Sun Odyssey 509;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-509-s215877; Yanmar 4JH4-TE, 75 hp (55 kW), diesel; Jeanneau, used boat, GRP/polyester; 15.37 m x 4.67 m;2015;British Virgin Islands, Road Town;165000;Jeanneau;15.37;4.67;8
Bénéteau Océanis 48;https://www.yachtall.com/en/boat/beneteau-oceanis-48-s215881; Yanmar 4JH80, 80 hp (59 kW), diesel; Burmester-Werft, old-timer, wooden boat; 14.61 m x 4.75 m;2017;British Virgin Islands, Road Town;165000;Burmester-Werft;14.61;4.75;6
Jeanneau Sun Odyssey 509;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-509-s215873; Yanmar 4JH4-TE, 75 hp (55 kW), diesel; Crespellano Italie, used boat, GRP/polyester; 15.37 m x 4.67 m;2015;British Virgin Islands, Tortola;165000;Crespellano Italie;15.37;4.67;8
Jeanneau Sun Odyssey 509;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-509-s215874; Yanmar 4JH4-TE, 75 hp (55 kW), diesel; Saffier, used boat, GRP/polyester; 15.37 m x 4.67 m;2015;British Virgin Islands, Tortola;165000;Saffier;15.37;4.67;8
Océanis 46;https://www.yachtall.com/en/boat/oceanis-46-s209144; Yanmar 4JH4-TE Turbo, 75 hp (55 kW), diesel; Bénéteau, used boat, GRP/polyester; 14.40 m x 4.25 m;2007;French Polynesia, Raiatea;165000;Bénéteau;14.4;4.25;16
Bénéteau 42 CC;https://www.yachtall.com/en/boat/beneteau-42-cc-s193340; Yanmar 4JH5E, 56 hp (41 kW), diesel; Bénéteau, used boat, GRP/polyester; 13.23 m x 3.66 m;2002;USA, California, Long Beach;164900;Bénéteau;13.23;3.66;21
Hanse 400;https://www.yachtall.com/en/boat/hanse-400-s210457; Yanmar, 39 hp (29 kW), diesel; Hanse, used boat, GRP/polyester; 12.23 m x 4.04 m;2010;Netherlands, in verkoophaven;164000;Hanse;12.23;4.04;13
Bavaria Cruiser 34;https://www.boat24.com/en/sailingboats/bavaria/bavaria-cruiser-34/detail/514336/;1 x 30 HP / 22 kW;;9.99 x 3.42 m;2022;Germany » Breege;163000;Bavaria;9.99;3.42;1
Bavaria Cruiser 34;https://www.yachtall.com/en/boat/bavaria-cruiser-34-s188309; Volvo Penta D1-30, 30 hp (22 kW), diesel; Bavaria, used boat; 9.99 m x 3.42 m;2022;Germany, Breege;163000;Bavaria;9.99;3.42;1
Jeanneau Sun Odyssey 49;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-49-s195555; Yanmar, 100 hp (74 kW), diesel; Bénéteau, used boat, GRP/polyester; 14.73 m x 4.49 m;2006;France, Slano;162000;Bénéteau;14.73;4.49;17
Jeanneau Sun Odyssey 49;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-49-s195501; Yanmar 4JH3 TE 100, 100 hp (74 kW), diesel; Bénéteau, used boat; 14.73 m x 4.49 m;2006;France, Slano;162000;Bénéteau;14.73;4.49;17
Alubat OVNI 43;https://www.yachtall.com/en/boat/alubat-ovni-43-s212287; Volvo Penta MD22, 50 hp (37 kW), diesel; Alubat, used boat, aluminium boat; 13.40 m x 4.30 m;1998;France, Papeete;160000;Alubat;13.4;4.3;25
Bénéteau Océanis 41;https://www.yachtall.com/en/boat/beneteau-oceanis-41-s191771; Yanmar, 40 hp (29 kW), diesel; Bénéteau, used boat; 12 m x 4.20 m;2015;Greece, Athens;160000;Bénéteau;12;4.2;8
Anker & Jensen S-Spant 9.5Mtr ( 13.75 Meter );https://www.yachtall.com/en/boat/anker-jensen-s-spant-9.5mtr-13.75-meter-s185378; Lombardini, 28 hp (21 kW), diesel; Anker & Jensen S-Spant, old-timer, wooden boat; 13.75 m x 2.80 m;1912;Netherlands, Zeeland;160000;Anker & Jensen S-Spant;13.75;2.8;111
Jeanneau Sun Odyssey 409;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-409-s196033; 40 hp (29 kW), diesel; Sciarelli, used boat, steel boat; 12.34 m x 3.99 m;2015;Greece, Kos;160000;Sciarelli;12.34;3.99;8
Bénéteau 50;https://www.yachtall.com/en/boat/beneteau-50-s192276; Yanmar 4JH3HTE, 100 hp (74 kW), diesel; Dufour, used boat; 14.98 m x 4.48 m;2002;Italy, Liguria;160000;Dufour;14.98;4.48;21
Bénéteau Océanis 46;https://www.yachtall.com/en/boat/beneteau-oceanis-46-s188473; Yanmar 4JH, 75 hp (55 kW), diesel; Bianca Yacht, used boat, GRP/polyester; 13.68 m x 4.25 m;2008;Italy, Campania;160000;Bianca Yacht;13.68;4.25;15
Bénéteau Océanis 50;https://www.yachtall.com/en/boat/beneteau-oceanis-50-s194594; Yanmar Engine, 110 hp (81 kW), diesel; Rethana, used boat, GRP/polyester; 14.98 m x 4.82 m;1998;Italy, Mare Adriatico;160000;Rethana;14.98;4.82;25
Bénéteau Océanis 46;https://www.yachtall.com/en/boat/beneteau-oceanis-46-s214314; diesel; Bénéteau, used boat; 13.65 m x 4.50 m;2007;Croatia, Split;160000;Bénéteau;13.65;4.5;16
Bénéteau Océanis 43;https://www.yachtall.com/en/boat/beneteau-oceanis-43-s217301; Yanmar 4JH5CE, 54 hp (40 kW), diesel; Bénéteau, used boat; 13.10 m x 4.12 m;2011;Italy, Catania;160000;Bénéteau;13.1;4.12;12
Bénéteau Océanis 423 Clipper;https://www.yachtall.com/en/boat/beneteau-oceanis-423-clipper-s26328; Volvo Penta Engine, 55 hp (40 kW), diesel; Bénéteau, used boat, GRP/polyester; 13 m x 3.90 m;2004;Italy, Sardegna;160000;Bénéteau;13;3.9;19
Bavaria 45 Cruiser;https://www.boat24.com/en/sailingboats/bavaria/bavaria-45-cruiser/detail/548774/;1 x 55 HP / 40 kW;;14.27 x 4.35 m;2012;Croatia » Split;159000;Bavaria;14.27;4.35;11
Elan 410 Performance;https://www.boat24.com/en/sailingboats/elan/elan-410-performance/detail/544516/;1 x 40 HP / 29 kW;;12.28 x 3.91 m;2010;Netherlands » Colijnsplaat;159000;Elan;12.28;3.91;13
Bénéteau Oceanis 43;https://www.boat24.com/en/sailingboats/beneteau/beneteau-oceanis-43/detail/507063/;1 x 54 HP / 40 kW;;13.11 x 4.11 m;2011;Turkey » Mugla;159000;Bénéteau;13.11;4.11;12
Bavaria Cruiser 34;https://www.boat24.com/en/sailingboats/bavaria/bavaria-cruiser-34/detail/446790/;1 x 27 HP / 20 kW;;9.99 x 3.42 m;2022;Germany » Breege;159000;Bavaria;9.99;3.42;1
Standfast 50;https://www.yachtall.com/en/boat/standfast-50-s196391; Volvo Penta TAMD 21 B, 130 hp (96 kW), diesel; Standfast Yachts, used boat, GRP/polyester; 14.85 m x 4.35 m;1980;Netherlands, Hellevoetsluis;159000;Standfast Yachts;14.85;4.35;43
Bénéteau Océanis 43;https://www.yachtall.com/en/boat/beneteau-oceanis-43-s182987; Yanmar 4JH4AE, 54 hp (40 kW), diesel; Bénéteau, used boat, GRP/polyester; 13.11 m x 4.11 m;2011;Turkey, Mugla;159000;Bénéteau;13.11;4.11;12
Werft-Lührs Lührsen Kutteryacht 21,50 m;https://www.yachtall.com/en/boat/werft-luehrs-luehrsen-kutteryacht-21,50-m-s42393; MAN M D4146, 200 hp (147 kW), diesel; Franchini Yachts, used boat, wooden boat; 21.50 m x 5 m;1968;Spain;159000;Franchini Yachts;21.5;5;55
Dufour 32;https://www.yachtall.com/en/boat/dufour-32-s194076; Volvo Penta D1-20F, 19 hp (14 kW), diesel; Dufour, used boat, GRP/polyester; 10.31 m x 3.31 m;2022;Netherlands;159000;Dufour;10.31;3.31;1
Island Packet 40;https://www.yachtall.com/en/boat/island-packet-40-s207868; Yanmar, 50 hp (37 kW), diesel; Island Packet, used boat, GRP/polyester; 12.70 m x 3.96 m;1996;Netherlands, Contact De Valk Thuishaven;159000;Island Packet;12.7;3.96;27
Woonboot 38.00;https://www.yachtall.com/en/boat/woonboot-38.00-s80416; Brons, 120 hp (88 kW), diesel; Woonboot, old-timer, steel boat; 38 m x 5.07 m;1955;Netherlands, Zaandam;159000;Woonboot;38;5.07;68
Elan 410 Performance;https://www.yachtall.com/en/boat/elan-410-performance-s211433; Volvo Penta D2-40, 40 hp (29 kW), diesel; Elan, used boat, GRP/polyester; 12.28 m x 3.91 m;2010;Netherlands, Colijnsplaat;159000;Elan;12.28;3.91;13
Bavaria 45 Cruiser;https://www.yachtall.com/en/boat/bavaria-45-cruiser-s213886; Volvo Penta, 55 hp (40 kW), diesel; Bavaria, used boat; 14.27 m x 4.35 m;2012;Croatia, Split;159000;Bavaria;14.27;4.35;11
Bavaria Cruiser 34;https://www.yachtall.com/en/boat/bavaria-cruiser-34-s130571; Volvo Penta D1-30, 27 hp (20 kW), diesel; Bavaria, used boat, GRP/polyester; 9.99 m x 3.42 m;2022;Germany, Breege;159000;Bavaria;9.99;3.42;1
Catalina 42 MKII;https://www.yachtall.com/en/boat/catalina-42-mkii-s214196; Yanmar, 56 hp (41 kW), diesel; Catalina, used boat, GRP/polyester; 13.16 m x 4.22 m;2008;Netherlands, Contact De Valk Hindeloopen;159000;Catalina;13.16;4.22;15
Pedro Ramos Cotre Aurique;https://www.yachtall.com/en/boat/pedro-ramos-cotre-aurique-s167192; 180 hp (132 kW), diesel; Pedro Ramos, old-timer; 18.16 m x 6 m;1927;France, Port Barcarès;159000;Pedro Ramos;18.16;6;96
Jeanneau Sun Odyssey 439;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-439-s212151; Yanmar 4JH5E, 54 hp (40 kW), diesel; Jeanneau, used boat, GRP/polyester; 13.34 m x 4.24 m;2011;Greece, Athens;159000;Jeanneau;13.34;4.24;12
Jeanneau Sun Odyssey 419;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-419-s203019; Yanmar 4JH45, 45 hp (33 kW), diesel; Schoenerbrik, old-timer, steel boat; 12.75 m x 3.99 m;2018;British Virgin Islands, Tortola;159000;Schoenerbrik;12.75;3.99;5
Bénéteau Océanis 461;https://www.yachtall.com/en/boat/beneteau-oceanis-461-s196955; Volvo Penta, 58 hp (43 kW); Cobana Boat, used boat; 13.68 m x 4.25 m;2000;Spain, Empuriabrava;159000;Cobana Boat;13.68;4.25;23
Bénéteau Very Little used for this Océanis 46;https://www.yachtall.com/en/boat/beneteau-very-little-used-for-this-oceanis-46-s217350; Yanmar 4JH-TE, 75 hp (55 kW), diesel; Bénéteau, used boat, GRP/polyester; 14.09 m x 4.30 m;2008;Spain, Denia;158000;Bénéteau;14.09;4.3;15
Atlantic 61;https://www.yachtall.com/en/boat/atlantic-61-s195185; Ford Mermaid, 23.1 hp (17 kW), diesel; Atlantic Yachts, used boat; 17.92 m x 4.58 m;1991;Greece;157000;Atlantic Yachts;17.92;4.58;32
Bavaria 50 Cruiser;https://www.yachtall.com/en/boat/bavaria-50-cruiser-s204276; Volvo Penta D2-75, 75 hp (55 kW), diesel; Bavaria, used boat; 14.99 m x 4.52 m;2005;France, Bandol, Méditerranée;157000;Bavaria;14.99;4.52;18
North Wind 47 CC-CUBIERTA TEKA;https://www.yachtall.com/en/boat/north-wind-47-cc-cubierta-teka-s97717; Volvo Penta EJES BOCINA SECA-, 100 hp (74 kW), diesel; Zeilboot, used boat, GRP/polyester; 12.35 m x 4.10 m;1990;Spain, Cartagena;157000;Zeilboot;12.35;4.1;33
Jeanneau Sun Odyssey 49;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-49-s214328; 75 hp (55 kW), diesel; Nautor's Swan, used boat, GRP/polyester; 14.98 m x 4.49 m;2005;France, Saint-Malo;157000;Nautor's Swan;14.98;4.49;18
Bavaria 46;https://www.yachtall.com/en/boat/bavaria-46-s206047; Volvo Penta D2, 55.7 hp (41 kW), diesel; Bavaria, used boat, GRP/polyester; 14.20 m x 4.35 m;2006;Spain, Lanzarote, Marina Rubicon;156000;Bavaria;14.2;4.35;17
Jeaneau Sun Odyssey 42 DS;https://www.boat24.com/en/sailingboats/jeaneau-sun-odyssey-42-ds/detail/549074/;;;12.93 x 4.93 m;2011;Croatia » Croatia;155500;Jeaneau;12.93;4.93;12
Jeanneau 42 DS;https://www.yachtall.com/en/boat/jeanneau-42-ds-s214090; Yanmar, diesel; Jeanneau, used boat, GRP/polyester; 12.93 m x 4.93 m;2011;Croatia;155500;Jeanneau;12.93;4.93;12
Hanse Dehler 34;https://www.boat24.com/en/sailingboats/hanse/hanse-dehler-34/detail/543511/;1 x 30 HP / 22 kW;;10.70 x 3.60 m;2019;Switzerland » Neuenburgersee » Gletterens;155400;Hanse;10.7;3.6;4
Elan Impression 45;https://www.boat24.com/en/sailingboats/elan/elan-impression-45/detail/533244/;1 x 55 HP / 40 kW;;13.85 x 4.18 m;2016;Croatia » Split;155000;Elan;13.85;4.18;7
Bénéteau Océanis 54;https://www.yachtall.com/en/boat/beneteau-oceanis-54-s52962; 110.1 hp (81 kW); Bénéteau, used boat; 16.26 m x 4.90 m;2009;Martinique, Le Marin;155000;Bénéteau;16.26;4.9;14
Elan Impression 45;https://www.yachtall.com/en/boat/elan-impression-45-s203901; Volvo Penta, 55 hp (40 kW), diesel; Elan, used boat; 13.85 m x 4.18 m;2016;Croatia, Split;155000;Elan;13.85;4.18;7
Jeanneau Sun Odyssey 419;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-419-s203709; Yanmar 4JH45, 45 hp (33 kW), diesel; Dufour, used boat, GRP/polyester; 12.75 m x 3.99 m;2018;British Virgin Islands, Tortola;155000;Dufour;12.75;3.99;5
Bénéteau 50;https://www.yachtall.com/en/boat/beneteau-50-s208548; Yanmar 4JH3-HT, diesel; Bénéteau, used boat, GRP/polyester; 14.90 m x 4.48 m;2003;Turkey, Marmaris;155000;Bénéteau;14.9;4.48;20
Jeanneau Sun Odyssey 49;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-49-s189802; Yanmar Turbo diesel, 100 hp (74 kW), diesel; Jeanneau, used boat; 14.93 m x 4.49 m;2006;Greece, Sporades;155000;Jeanneau;14.93;4.49;17
Bavaria 51 Cruiser;https://www.yachtall.com/en/boat/bavaria-51-cruiser-s212564; Volvo Penta, 75 hp (55 kW), diesel; Bavaria, used boat, GRP/polyester; 15.50 m x 4.49 m;2009;Germany, Breege;155000;Bavaria;15.5;4.49;14
Elan Impression 45;https://www.yachtall.com/en/boat/elan-impression-45-s194783; Volvo Penta D2-55F, 55 hp (40 kW), diesel; Elan, used boat, GRP/polyester; 13.85 m x 4.18 m;2014;Greece, Athens;155000;Elan;13.85;4.18;9
Bénéteau Océanis 473 Clipper;https://www.yachtall.com/en/boat/beneteau-oceanis-473-clipper-s213352; Yanmar, 100 hp (74 kW), diesel; Bénéteau, used boat, GRP/polyester; 14.15 m x 4.31 m;2005;Italy, Mare Adriatico;155000;Bénéteau;14.15;4.31;18
Dufour 455 Grand Large;https://www.yachtall.com/en/boat/dufour-455-grand-large-s212336; Volvo Penta D2, 75 hp (55 kW); Dufour, used boat; 13.45 m x 4.30 m;2006;France, Propriano, Corse;155000;Dufour;13.45;4.3;17
Comar Comet 50;https://www.yachtall.com/en/boat/comar-comet-50-s207961; Lombardini, 86 hp (63 kW), diesel; Comar / Sipla, used boat; 15.20 m x 4.50 m;2004;Martinique, Antilles Françaises;155000;Comar / Sipla;15.2;4.5;19
Bavaria 45;https://www.yachtall.com/en/boat/bavaria-45-s214194; Volvo Penta D2-55F, 53.7 hp (39 kW); Bavaria, used boat; 14.23 m x 4.34 m;2011;Croatia;155000;Bavaria;14.23;4.34;12
Bénéteau Océanis 43;https://www.yachtall.com/en/boat/beneteau-oceanis-43-s217768; Yanmar 4JH4E, 54 hp (40 kW), diesel; Jeanneau, used boat, GRP/polyester; 12.75 m x 4.12 m;2008;France, Saint Cyprien;155000;Jeanneau;12.75;4.12;15
Jeanneau Sun Odyssey 389;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-389-s199359; Yanmar 3YM30 AE, 29 hp (21 kW), diesel; Sly Yachts, used boat; 11.76 m x 3.76 m;2018;Saint Lucia, Rodney Bay;155000;Sly Yachts;11.76;3.76;5
Jeanneau Sun Odyssey 45.2;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-45.2-s212812; Yanmar, 75 hp (55 kW), diesel; Jeanneau, used boat; 13.80 m x 4.48 m;2003;France, Saint-Raphaël;155000;Jeanneau;13.8;4.48;20
Jeanneau Sun Odyssey 45;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-45-s209568; Yanmar 4JH4-TE, 75 hp (55 kW), diesel; Nautor's Swan, used boat; 13.72 m x 4.37 m;2006;France, Saint Cyprien;155000;Nautor's Swan;13.72;4.37;17
Vancouver 38 Pilot;https://www.yachtall.com/en/boat/vancouver-38-pilot-s208751; Yanmar 4JHBE, 56 hp (41 kW), diesel; Northshore Yachts / Southerly, used boat; 11.80 m x 3.70 m;1999;Portugal, Vilamoura;155000;Northshore Yachts / Southerly;11.8;3.7;24
Jeanneau Sun Odyssey 45;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-45-s213330; Yanmar 4JH4-TE, 75 hp (55 kW), diesel; Jeanneau, used boat, GRP/polyester; 13.72 m x 4.37 m;2006;Greece, Athens;154000;Jeanneau;13.72;4.37;17
Bénéteau Océanis 46;https://www.yachtall.com/en/boat/beneteau-oceanis-46-s145929; Yanmar 4JH4-TE, 75 hp (55 kW), diesel; Bénéteau, used boat; 13.68 m x 4.32 m;2010;Greece, Athens;153000;Bénéteau;13.68;4.32;13
Bavaria 47;https://www.yachtall.com/en/boat/bavaria-47-s196019; Volvo Penta, 80 hp (59 kW); Eigenbau aus Meisterhand, used boat, wooden boat; 14.35 m x 4.60 m;2001;France, Port Camargue;153000;Eigenbau aus Meisterhand;14.35;4.6;22
Bavaria 37/2 Cruiser 2019;https://www.yachtall.com/en/boat/bavaria-37-2-cruiser-2019-s56858; Volvo Penta D1-30 Saildrive, 28 hp (21 kW), diesel; Bavaria, used boat, GRP/polyester; 11.30 m x 3.67 m;2019;Netherlands, Enkhuizen;152500;Bavaria;11.3;3.67;4
Hanse 315;https://www.boat24.com/en/sailingboats/hanse/hanse-315/detail/500158/;1 x 20 HP / 15 kW;;9.62 x 3.35 m;2022;Germany » Breege;152000;Hanse;9.62;3.35;1
Hanse 315;https://www.boat24.com/en/sailingboats/hanse/hanse-315/detail/500157/;1 x 20 HP / 15 kW;;9.62 x 3.35 m;2022;Germany » Ostsee » Grossenbrode;152000;Hanse;9.62;3.35;1
Hanse 315;https://www.yachtall.com/en/boat/hanse-315-s177026; Yanmar, 20 hp (15 kW), diesel; Hanse, used boat; 9.62 m x 3.35 m;2022;Germany, Breege;152000;Hanse;9.62;3.35;1
Bavaria C41  CRUISER;https://www.boat24.com/en/sailingboats/bavaria/bavaria-c41-cruiser/detail/538866/;1 x 40 HP / 29 kW;;11.99 x 3.95 m;2015;Turkey » Marmaris;151000;Bavaria;11.99;3.95;8
Bénéteau Oceanis 48;https://www.boat24.com/en/sailingboats/beneteau/beneteau-oceanis-48/detail/551917/;1 x 80 HP / 59 kW;;14.63 x 4.75 m;2017;Virgin Islands (British) » Road Town;150700;Bénéteau;14.63;4.75;6
Jeanneau Sun Odyssey 469;https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-sun-odyssey-469/detail/551915/;1 x 54 HP / 40 kW;;14.33 x 4.47 m;2016;Virgin Islands (British) » Road Town;150700;Jeanneau;14.33;4.47;7
